n,sigma_r,sigma_t,p,q,rep_no,dq_mean_rerr,dq_min_rerr,dq_max_rerr,dq_mean_terr,dq_min_terr,dq_max_terr,mat_mean_rerr,mat_min_rerr,mat_max_rerr,mat_mean_terr,mat_min_terr,mat_max_terr,gpm_mat_mean_rerr,gpm_mat_min_rerr,gpm_mat_max_rerr,gpm_mat_mean_terr,gpm_mat_min_terr,gpm_mat_max_terr
100,0,0.01,0.05,1.0,0,0.17694040721717869,0.068743903282829,5.671511578509491,0.05979477221704857,0.010891363891971406,2.0416119760202083,2.384185791015625e-09,0.0,5.960464477539063e-08,0.001567744960589616,0.0005494285758397619,0.003630107049411562,3.5762786865234374e-09,0.0,5.960464477539063e-08,1.6214483252525609,0.3837769325490522,3.8297017963045934
100,0,0.01,0.05,1.0,1,0.04189797681411824,0.009766214319990519,2.1263882290721554,0.014718488156151668,0.002966895882841004,0.3718512893431401,4.070059731451386e-09,0.0,8.429369702178807e-08,0.0016415522454253711,0.0003350202624187146,0.0030992178402583664,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0.01,0.05,1.0,2,0.04189797681411824,0.009766214319990519,2.1263882290721554,0.014718488156151668,0.002966895882841004,0.3718512893431401,5.015262104495225e-09,0.0,8.429369702178807e-08,0.0016415522454728121,0.0003350202624908784,0.0030992178400993,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0.01,0.05,1.0,3,0.04189797681411824,0.009766214319990519,2.1263882290721554,0.014718488156151668,0.002966895882841004,0.3718512893431401,2.384185791015625e-09,0.0,5.960464477539063e-08,0.001641552240285415,0.0003350202625445032,0.003099217840025947,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0.01,0.05,1.0,4,0.04189797681411824,0.009766214319990519,2.1263882290721554,0.014718488156151668,0.002966895882841004,0.3718512893431401,2.384185791015625e-09,0.0,5.960464477539063e-08,0.001641552244307011,0.00033502026241752814,0.003099217840293666,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0.01,0.05,1.0,5,0.04189797681411824,0.009766214319990519,2.1263882290721554,0.014718488156151668,0.002966895882841004,0.3718512893431401,3.8231692089874115e-09,0.0,8.429369702178807e-08,0.001641552245491831,0.0003350202624178646,0.00309921784025458,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0.01,0.05,1.0,6,0.04189797681411824,0.009766214319990519,2.1263882290721554,0.014718488156151668,0.002966895882841004,0.3718512893431401,1.1920928955078125e-09,0.0,5.960464477539063e-08,0.0016415522454538353,0.0003350202624256564,0.003099217840250697,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0.01,0.05,1.0,7,0.04189797681411824,0.009766214319990519,2.1263882290721554,0.014718488156151668,0.002966895882841004,0.3718512893431401,2.384185791015625e-09,0.0,5.960464477539063e-08,0.001641552245450933,0.00033502026241718754,0.0030992178402567197,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0.01,0.05,1.0,8,0.04189797681411824,0.009766214319990519,2.1263882290721554,0.014718488156151668,0.002966895882841004,0.3718512893431401,2.384185791015625e-09,0.0,5.960464477539063e-08,0.0016415522453494525,0.0003350202623438526,0.003099217840353762,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0.01,0.05,1.0,9,0.04189797681411824,0.009766214319990519,2.1263882290721554,0.014718488156151668,0.002966895882841004,0.3718512893431401,2.9802322387695314e-09,0.0,5.960464477539063e-08,0.0016415522454458493,0.00033502026241898075,0.0030992178402548228,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
