n,sigma_r,sigma_t,p,q,rep_no,dq_mean_rerr,dq_min_rerr,dq_max_rerr,dq_mean_terr,dq_min_terr,dq_max_terr,mat_mean_rerr,mat_min_rerr,mat_max_rerr,mat_mean_terr,mat_min_terr,mat_max_terr,gpm_mat_mean_rerr,gpm_mat_min_rerr,gpm_mat_max_rerr,gpm_mat_mean_terr,gpm_mat_min_terr,gpm_mat_max_terr
100,1,0,0.05,1.0,0,0.08528941367781366,0.016699813867119016,4.51180368369442,0.08082376882827484,0.011080677504776868,3.9496224654180714,0.003118349978412809,0.00026428178605385916,0.0068400927518429185,0.0019840682984932027,0.0003429758631195133,0.005556531774446964,0.0031942248040462574,0.0005191429504249074,0.006412791080823934,1.5034521344388962,0.35361585761854175,3.517993554191658
100,1,0,0.05,1.0,1,0.06161170591995594,0.015153466264595447,2.7913985659508342,0.021542452994039864,0.00301679436843538,0.5770355057948026,0.003093747904564536,0.00047706043448879647,0.006960353170084174,0.002217881228220672,0.00033906353709807306,0.005737022338001709,0.0031066251102467675,0.000269887666331799,0.0071964493287900045,1.5460217896226967,0.1560762426637804,3.4632392410845214
100,1,0,0.05,1.0,2,0.06161170591995594,0.015153466264595447,2.7913985659508342,0.021542452994039864,0.00301679436843538,0.5770355057948026,0.003095588113596299,0.0003516815629716304,0.007078173357935755,0.0022178812282327726,0.00033906353709639364,0.005737022338005937,0.0031066251102467675,0.000269887666331799,0.0071964493287900045,1.5460217896226967,0.1560762426637804,3.4632392410845214
100,1,0,0.05,1.0,3,0.06161170591995594,0.015153466264595447,2.7913985659508342,0.021542452994039864,0.00301679436843538,0.5770355057948026,0.0031002307860345996,0.00028452096619924547,0.007162564702708375,0.0022178812278107335,0.0003390635371348868,0.005737022337960332,0.0031066251102467675,0.000269887666331799,0.0071964493287900045,1.5460217896226967,0.1560762426637804,3.4632392410845214
100,1,0,0.05,1.0,4,0.06161170591995594,0.015153466264595447,2.7913985659508342,0.021542452994039864,0.00301679436843538,0.5770355057948026,0.00316155499259033,0.0007758693124244045,0.006927296810110997,0.0022178812420062997,0.00033906353824406717,0.005737022336884303,0.0031066251102467675,0.000269887666331799,0.0071964493287900045,1.5460217896226967,0.1560762426637804,3.4632392410845214
100,1,0,0.05,1.0,5,0.06161170591995594,0.015153466264595447,2.7913985659508342,0.021542452994039864,0.00301679436843538,0.5770355057948026,0.0031029640304494083,0.0003004314341556466,0.007174949162191978,0.002217881228238438,0.00033906353709879113,0.005737022338001592,0.0031066251102467675,0.000269887666331799,0.0071964493287900045,1.5460217896226967,0.1560762426637804,3.4632392410845214
100,1,0,0.05,1.0,6,0.06161170591995594,0.015153466264595447,2.7913985659508342,0.021542452994039864,0.00301679436843538,0.5770355057948026,0.003103853903584161,0.00023084005547392177,0.007189462602178697,0.0022178812282336855,0.00033906353709656445,0.005737022338003066,0.0031066251102467675,0.000269887666331799,0.0071964493287900045,1.5460217896226967,0.1560762426637804,3.4632392410845214
100,1,0,0.05,1.0,7,0.06161170591995594,0.015153466264595447,2.7913985659508342,0.021542452994039864,0.00301679436843538,0.5770355057948026,0.0031119753316388187,0.0006936748619885624,0.006708043943276516,0.00221788122823817,0.0003390635370935495,0.005737022338008984,0.0031066251102467675,0.000269887666331799,0.0071964493287900045,1.5460217896226967,0.1560762426637804,3.4632392410845214
100,1,0,0.05,1.0,8,0.06161170591995594,0.015153466264595447,2.7913985659508342,0.021542452994039864,0.00301679436843538,0.5770355057948026,0.0034697557194926882,0.0007483146884895126,0.007256291744393709,0.002217881228206815,0.00033906353709380326,0.005737022338007329,0.0031066251102467675,0.000269887666331799,0.0071964493287900045,1.5460217896226967,0.1560762426637804,3.4632392410845214
100,1,0,0.05,1.0,9,0.06161170591995594,0.015153466264595447,2.7913985659508342,0.021542452994039864,0.00301679436843538,0.5770355057948026,0.0032077724921865235,0.0007975483198213513,0.007237426650493794,0.002217881228231547,0.00033906353709769435,0.0057370223380037964,0.0031066251102467675,0.000269887666331799,0.0071964493287900045,1.5460217896226967,0.1560762426637804,3.4632392410845214
100,1,0,0.3,1.0,0,0.0060282225298833505,0.0008223480587945257,0.01561191546794521,0.004194892855808023,0.0008726277264209738,0.010575786648297732,0.0031274832158871757,0.0007013465557727216,0.006977262295524798,0.0022178812282294042,0.0003390635370988246,0.005737022338002793,0.0031066251102467675,0.000269887666331799,0.0071964493287900045,1.5460217896226967,0.1560762426637804,3.4632392410845214
100,1,0,0.3,1.0,1,0.0060282225298833505,0.0008223480587945257,0.01561191546794521,0.004194892855808023,0.0008726277264209738,0.010575786648297732,0.003094224015341373,0.00040302922579387183,0.0070789736935915806,0.0022178812282257925,0.00033906353709585907,0.005737022338004589,0.0031066251102467675,0.000269887666331799,0.0071964493287900045,1.5460217896226967,0.1560762426637804,3.4632392410845214
