n,sigma_r,sigma_t,p,q,rep_no,dq_mean_rerr,dq_min_rerr,dq_max_rerr,dq_mean_terr,dq_min_terr,dq_max_terr,mat_mean_rerr,mat_min_rerr,mat_max_rerr,mat_mean_terr,mat_min_terr,mat_max_terr,gpm_mat_mean_rerr,gpm_mat_min_rerr,gpm_mat_max_rerr,gpm_mat_mean_terr,gpm_mat_min_terr,gpm_mat_max_terr
100,0,0,0.2,0.55,4,1.1348467205165538,0.0812871208190375,3.4604308595042808,0.7393669382011929,0.1478320068077608,2.132384722239787,5.364418029785156e-09,0.0,5.960464477539063e-08,7.853555052524454e-14,9.185544104277495e-15,3.5438209388730635e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.55,5,1.1348467205165538,0.0812871208190375,3.4604308595042808,0.7393669382011929,0.1478320068077608,2.132384722239787,3.2271227612335056e-09,0.0,8.429369702178807e-08,1.4525145580483215e-13,6.621978372702451e-14,6.506094053456657e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.55,6,1.1348467205165538,0.0812871208190375,3.4604308595042808,0.7393669382011929,0.1478320068077608,2.132384722239787,4.76837158203125e-09,0.0,5.960464477539063e-08,1.0056993161379997e-14,2.2887833992611187e-16,3.711070216490506e-13,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.55,7,1.1348467205165538,0.0812871208190375,3.4604308595042808,0.7393669382011929,0.1478320068077608,2.132384722239787,5.364418029785156e-09,0.0,5.960464477539063e-08,3.344918717183038e-14,2.4424906541753444e-15,9.677085243605454e-13,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.55,8,1.1348467205165538,0.0812871208190375,3.4604308595042808,0.7393669382011929,0.1478320068077608,2.132384722239787,1.7881393432617187e-09,0.0,5.960464477539063e-08,6.476914978004939e-14,8.131199457573037e-15,5.177308425028666e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.55,9,1.1348467205165538,0.0812871208190375,3.4604308595042808,0.7393669382011929,0.1478320068077608,2.132384722239787,4.76837158203125e-09,0.0,5.960464477539063e-08,1.555138821406167e-13,9.305364597889227e-16,6.405114771347061e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.55,10,1.1348467205165538,0.0812871208190375,3.4604308595042808,0.7393669382011929,0.1478320068077608,2.132384722239787,3.4740132836974798e-09,0.0,8.429369702178807e-08,2.9407082701199734e-13,1.9173458420030423e-15,1.6726070131214717e-11,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.55,11,1.1348467205165538,0.0812871208190375,3.4604308595042808,0.7393669382011929,0.1478320068077608,2.132384722239787,3.8231692089874115e-09,0.0,8.429369702178807e-08,4.279403580392151e-12,1.3941944781279991e-12,2.4178248791646805e-10,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.55,12,1.1348467205165538,0.0812871208190375,3.4604308595042808,0.7393669382011929,0.1478320068077608,2.132384722239787,2.877966835943574e-09,0.0,8.429369702178807e-08,1.5532522448995224e-14,2.7035697373913694e-15,7.155621600423852e-13,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.55,13,1.1348467205165538,0.0812871208190375,3.4604308595042808,0.7393669382011929,0.1478320068077608,2.132384722239787,3.5762786865234374e-09,0.0,5.960464477539063e-08,8.480064335886504e-13,4.441849562643889e-14,6.926067199363411e-11,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.55,14,1.1348467205165538,0.0812871208190375,3.4604308595042808,0.7393669382011929,0.1478320068077608,2.132384722239787,4.419215656741318e-09,0.0,8.429369702178807e-08,5.4628721900020217e-14,2.482534153247273e-16,1.9067505426158363e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.55,15,1.1348467205165538,0.0812871208190375,3.4604308595042808,0.7393669382011929,0.1478320068077608,2.132384722239787,3.2271227612335056e-09,0.0,8.429369702178807e-08,1.0050942924857397e-13,2.2322110008058505e-15,8.913402539052804e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.55,16,1.1348467205165538,0.0812871208190375,3.4604308595042808,0.7393669382011929,0.1478320068077608,2.132384722239787,4.76837158203125e-09,0.0,5.960464477539063e-08,4.648842851729409e-14,1.2959208739370123e-15,1.9080401243899887e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.55,17,1.1348467205165538,0.0812871208190375,3.4604308595042808,0.7393669382011929,0.1478320068077608,2.132384722239787,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.3986132751439687e-12,4.370593880351626e-13,9.456402878330706e-11,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.55,18,1.1348467205165538,0.0812871208190375,3.4604308595042808,0.7393669382011929,0.1478320068077608,2.132384722239787,2.9802322387695314e-09,0.0,5.960464477539063e-08,3.533922115825949e-14,6.496113018236845e-15,1.679206243281473e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.55,19,1.1348467205165538,0.0812871208190375,3.4604308595042808,0.7393669382011929,0.1478320068077608,2.132384722239787,4.070059731451386e-09,0.0,8.429369702178807e-08,2.6228438935618243e-14,9.305364597889227e-16,8.639631319535619e-13,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,0,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,4.76837158203125e-09,0.0,5.960464477539063e-08,1.8547906382830984e-13,1.6751978776867514e-14,1.6084959084353944e-11,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,1,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,3.5762786865234374e-09,0.0,5.960464477539063e-08,1.1632460264915484e-10,3.4003998962350196e-11,8.242779005317255e-09,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,2,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,5.960464477539063e-10,0.0,5.960464477539063e-08,1.4736145825937794e-13,1.060669798492508e-14,4.2254294293201125e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,3,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,5.364418029785156e-09,0.0,5.960464477539063e-08,4.004332475649819e-12,1.3572011062684399e-12,2.484247694527306e-10,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,4,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,3.5762786865234374e-09,0.0,5.960464477539063e-08,3.646910655150106e-14,1.7772239894833365e-16,1.8326904476196547e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,5,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,2.035029865725693e-09,0.0,8.429369702178807e-08,1.1143797388321298e-11,1.944923842621793e-12,8.437354103846891e-10,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,6,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,1.7881393432617187e-09,0.0,5.960464477539063e-08,2.0281038030072525e-14,3.1401849173675503e-16,9.228165566205667e-13,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,7,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,5.364418029785156e-09,0.0,5.960464477539063e-08,1.1247223246492764e-12,1.7513324162609325e-13,7.490225415207323e-11,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,8,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,5.015262104495225e-09,0.0,8.429369702178807e-08,7.877477515343002e-13,1.3334753748445113e-13,6.140661311705681e-11,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,9,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,3.8231692089874115e-09,0.0,8.429369702178807e-08,4.996292196659249e-13,7.344083873718181e-14,3.921870479305375e-11,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,10,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,5.2621526269591985e-09,0.0,8.429369702178807e-08,7.125309052313352e-14,1.487948036807499e-14,2.71331941253176e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,11,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,2.6310763134795992e-09,0.0,8.429369702178807e-08,1.4729802552374705e-14,3.188872858294072e-15,9.237321244802874e-13,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,12,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,4.070059731451386e-09,0.0,8.429369702178807e-08,7.25697643073317e-15,6.661338147750939e-16,2.63820647454838e-13,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,13,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,4.172325134277344e-09,0.0,5.960464477539063e-08,1.6066878107801561e-13,2.532282188721332e-14,9.760522084021232e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,14,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,3.5762786865234374e-09,0.0,5.960464477539063e-08,6.765081689402133e-13,1.1888088569725588e-13,4.4971343556140636e-11,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,15,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,2.6310763134795992e-09,0.0,8.429369702178807e-08,1.9642943662836558e-13,1.2727437153900118e-14,7.908714612571972e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,16,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,5.611308552249131e-09,0.0,8.429369702178807e-08,9.712539907829038e-15,6.377745716588144e-16,1.6252850782810656e-13,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,17,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.1560580643854086e-13,5.085257766256917e-15,4.608205862634398e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,18,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,5.960464477539063e-10,0.0,5.960464477539063e-08,7.237589842529991e-15,4.440892098500626e-16,1.4834263337831293e-13,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.6,19,1.0024472800026691,0.04194292655169879,2.703583433254047,0.6426776564691999,0.12727394205744788,1.59692629403922,3.8231692089874115e-09,0.0,8.429369702178807e-08,1.1854726481861227e-13,6.557897197895601e-15,8.908895319835875e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.65,0,0.8225188727393147,0.06465785187501379,2.659180507787618,0.5644160921660313,0.1018513869194456,1.5162339755682794,4.172325134277344e-09,0.0,5.960464477539063e-08,1.1729899006579038e-13,1.6573216538639717e-14,4.9160806171986926e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.65,1,0.8225188727393147,0.06465785187501379,2.659180507787618,0.5644160921660313,0.1018513869194456,1.5162339755682794,2.6310763134795992e-09,0.0,8.429369702178807e-08,2.0621371526390454e-10,2.6681837977375744e-11,1.7897316959019318e-08,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.65,2,0.8225188727393147,0.06465785187501379,2.659180507787618,0.5644160921660313,0.1018513869194456,1.5162339755682794,5.960464477539063e-09,0.0,5.960464477539063e-08,1.925254735264881e-13,2.8332230319354595e-14,7.314625448217537e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.65,3,0.8225188727393147,0.06465785187501379,2.659180507787618,0.5644160921660313,0.1018513869194456,1.5162339755682794,2.877966835943574e-09,0.0,8.429369702178807e-08,1.1240727530630769e-11,3.8564154504753325e-13,1.0791350834006928e-09,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.65,4,0.8225188727393147,0.06465785187501379,2.659180507787618,0.5644160921660313,0.1018513869194456,1.5162339755682794,3.5762786865234374e-09,0.0,5.960464477539063e-08,1.254182659521719e-13,9.720793526837989e-15,7.436696658015183e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.65,5,0.8225188727393147,0.06465785187501379,2.659180507787618,0.5644160921660313,0.1018513869194456,1.5162339755682794,4.6661061792052925e-09,0.0,8.429369702178807e-08,4.071466109742491e-14,1.047382306668854e-15,1.6407752209105577e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.65,6,0.8225188727393147,0.06465785187501379,2.659180507787618,0.5644160921660313,0.1018513869194456,1.5162339755682794,1.7881393432617187e-09,0.0,5.960464477539063e-08,2.1162828477718005e-11,2.831404781302798e-12,1.8318121340568416e-09,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.65,7,0.8225188727393147,0.06465785187501379,2.659180507787618,0.5644160921660313,0.1018513869194456,1.5162339755682794,3.8231692089874115e-09,0.0,8.429369702178807e-08,1.2383066269896285e-11,7.467182534777071e-13,5.379332084363636e-10,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.65,8,0.8225188727393147,0.06465785187501379,2.659180507787618,0.5644160921660313,0.1018513869194456,1.5162339755682794,4.070059731451386e-09,0.0,8.429369702178807e-08,5.951404017814647e-14,1.6728303211137657e-14,2.3075562973141936e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.65,9,0.8225188727393147,0.06465785187501379,2.659180507787618,0.5644160921660313,0.1018513869194456,1.5162339755682794,4.419215656741318e-09,0.0,8.429369702178807e-08,4.775331426586743e-14,3.0115758821767002e-15,3.153101371305317e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.65,10,0.8225188727393147,0.06465785187501379,2.659180507787618,0.5644160921660313,0.1018513869194456,1.5162339755682794,5.858199074713105e-09,0.0,8.429369702178807e-08,7.914281523188894e-14,2.182654418463048e-15,3.2630542025553563e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
100,0,0,0.2,0.65,11,0.8225188727393147,0.06465785187501379,2.659180507787618,0.5644160921660313,0.1018513869194456,1.5162339755682794,5.960464477539063e-09,0.0,5.960464477539063e-08,4.329904041451435e-13,2.0222083826274252e-13,7.967114599233022e-12,2.9802322387695314e-09,0.0,5.960464477539063e-08,1.5460129174222084,0.15583457867403067,3.4635097940549686
