n,sigma_r,sigma_t,p,q,rep_no,dq_mean_rerr,dq_min_rerr,dq_max_rerr,dq_mean_terr,dq_min_terr,dq_max_terr,mat_mean_rerr,mat_min_rerr,mat_max_rerr,mat_mean_terr,mat_min_terr,mat_max_terr,gpm_mat_mean_rerr,gpm_mat_min_rerr,gpm_mat_max_rerr,gpm_mat_mean_terr,gpm_mat_min_terr,gpm_mat_max_terr
100,5,0.05,1,0.5,0,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.015650647258000805,0.003239613439987313,0.03498532933677298,0.014196672020195122,0.0015235255607797902,0.03544179834322804,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,1,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.03892410105468806,0.010935951340959638,0.06429008134651677,0.014196672019471229,0.0015235255626712542,0.03544179834369812,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,2,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.015465796251433708,0.0021761730913251068,0.03524766696569996,0.014196672019449939,0.001523525562666752,0.035441798343693265,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,3,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.015974513031687985,0.0033836404771741425,0.03472673384302567,0.014196672019098551,0.0015235255625493831,0.03544179834367513,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,4,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.015585615700676281,0.003112637088407908,0.03484960371858424,0.014196672019451503,0.0015235255626187354,0.035441798343659375,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,5,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.01559114985405865,0.002967908517257295,0.03492316458062293,0.014196672022440073,0.0015235255633937908,0.03544179834385474,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,6,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.01565684528600395,0.002214257178526166,0.035742096478055464,0.014196672019455936,0.0015235255626662298,0.03544179834369403,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,7,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.015469093777322968,0.0020439094690116845,0.035055716615617356,0.01419667201945945,0.0015235255626628275,0.03544179834369412,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,8,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.01568222670972904,0.0031405016551692413,0.03520033810808643,0.014196672019467648,0.0015235255626711033,0.03544179834369515,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,9,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.015477943616346296,0.002286264061888965,0.034756348237943005,0.014196672019082215,0.0015235255626916608,0.03544179834369675,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,10,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.018160406634378616,0.0017775522360247182,0.03809526653752233,0.014196672019400359,0.0015235255624635971,0.03544179834369359,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,11,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.015843614585231428,0.0026772915036698966,0.03643538738115385,0.014196672019451888,0.0015235255626690478,0.03544179834369458,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,12,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.015455308131825338,0.00231223970063812,0.03483355094965435,0.014196672019443515,0.0015235255627408801,0.03544179834369367,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,13,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.015477215736029006,0.002096899264094799,0.035021024701345965,0.014196672019443753,0.0015235255626675113,0.035441798343694306,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,14,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.015635493966150417,0.0022025396208797286,0.03561319169055007,0.01419667201944387,0.001523525562664053,0.0354417983436896,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,15,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.015788479617534677,0.0030274541330405544,0.03557125375155588,0.014196672019452157,0.0015235255626649057,0.035441798343700606,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,16,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.01546990522411491,0.002760997786362275,0.03463270084971209,0.014196672017559633,0.0015235255617751286,0.03544179834355009,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,17,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.015469905224142459,0.0027609977870056506,0.03463270084976338,0.014196672019454619,0.001523525562664264,0.03544179834369385,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,18,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.01628955741964694,0.004121384588925341,0.03819200059700915,0.014196671826005895,0.0015235266245716911,0.03544179856264968,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.5,19,1.0836414247794577,0.1609797279459377,2.8835520106143604,0.6367553007776721,0.08048421759275212,1.934386890829402,0.015461522468283173,0.002298454333906853,0.03476905954023021,0.014196672019451637,0.0015235255626694037,0.03544179834369275,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.55,0,0.9098845312423975,0.12561401864403007,2.145869928424249,0.5253368636228533,0.09822063298548223,1.2730914185978282,0.015455219748522193,0.0023445496570269576,0.03483775579612072,0.014196672019569489,0.0015235255626449165,0.03544179834368764,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.55,1,0.9098845312423975,0.12561401864403007,2.145869928424249,0.5253368636228533,0.09822063298548223,1.2730914185978282,0.015484526547459377,0.0014924036778841913,0.03588172369760255,0.014196672019483512,0.0015235255626346127,0.03544179834368759,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
100,5,0.05,1,0.55,2,0.9098845312423975,0.12561401864403007,2.145869928424249,0.5253368636228533,0.09822063298548223,1.2730914185978282,0.017555507834344602,0.002986564553317444,0.036535744225971674,0.014196672018912022,0.0015235255627509272,0.035441798343707545,0.015517588310955155,0.0012964218908920393,0.03597292597020305,1.5460583643986157,0.15704240856178123,3.4621691091032503
